timestamp,serial,model,android,operator,network,private_ip,rsrp_dbm,rsrq_db,rssnr_db,cqi,band,earfcn,pci,carrier_aggregation,battery_percent,temperature_c,power_status,traffic_source,rx_total_bytes,tx_total_bytes,rx_interval_bytes,tx_interval_bytes,total_interval_bytes
2026-09-12 10:21:55,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,0,6,20,6350,370,True,99,37.6,FULL,netstats,2315231790,2143962480,2428,3167,5595
2026-09-12 10:22:25,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-104,-9,,,,,,True,83,35.3,CHARGING,sysfs,11374358820,3289873982,138419,97035,235454
2026-09-12 10:22:26,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,1,6,20,6350,370,True,99,37.7,FULL,netstats,2315234149,2143964187,2359,1707,4066
2026-09-12 10:22:57,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-101,-9,,,,,,False,83,35.3,CHARGING,sysfs,11374363264,3289876396,4444,2414,6858
2026-09-12 10:22:57,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,1,6,20,6350,370,True,99,37.9,FULL,netstats,2315254732,2143989669,20583,25482,46065
2026-09-12 10:23:28,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-102,-9,,,,,,False,83,35.3,CHARGING,sysfs,11374439421,3289916958,76157,40562,116719
2026-09-12 10:23:28,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,1,6,20,6350,370,True,99,38.0,FULL,netstats,2315338008,2144098107,83276,108438,191714
2026-09-12 10:23:59,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-103,-9,,,,,,False,83,35.2,CHARGING,sysfs,11374644142,3290116805,204721,199847,404568
2026-09-12 10:24:00,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,1,6,20,6350,370,True,99,38.3,FULL,netstats,2315358135,2144119084,20127,20977,41104
2026-09-12 10:24:30,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-103,-9,,,,,,True,83,35.3,CHARGING,sysfs,11375068736,3290535318,424594,418513,843107
2026-09-12 10:24:31,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,1,6,20,6350,370,True,99,38.4,FULL,netstats,2315683131,2144473343,324996,354259,679255
2026-09-12 10:25:01,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-103,-9,,,,,,True,83,35.3,CHARGING,sysfs,11375353972,3290754844,285236,219526,504762
2026-09-12 10:25:02,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,1,6,20,6350,370,True,99,38.6,FULL,netstats,2315960669,2144766457,277538,293114,570652
2026-09-12 10:25:33,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-103,-10,,,,,,True,83,35.3,CHARGING,sysfs,11375430477,3290816063,76505,61219,137724
2026-09-12 10:25:33,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,1,6,20,6350,370,True,98,38.9,FULL,netstats,2316334770,2145185543,374101,419086,793187
2026-09-12 10:26:04,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-103,-10,,,,,,True,83,35.3,CHARGING,sysfs,11375540691,3290881791,110214,65728,175942
2026-09-12 10:26:04,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,1,6,20,6350,370,True,98,38.8,FULL,netstats,2316379450,2145233538,44680,47995,92675
2026-09-12 10:26:35,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-103,-9,,,,,,True,83,35.3,CHARGING,sysfs,11375543351,3290883355,2660,1564,4224
2026-09-12 10:26:35,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,1,6,20,6350,370,True,98,38.1,FULL,netstats,2316401558,2145253812,22108,20274,42382
2026-09-12 10:27:06,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-104,-10,,,,,,True,83,35.3,CHARGING,sysfs,11375555144,3290891567,11793,8212,20005
2026-09-12 10:27:07,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,1,6,20,6350,370,True,98,37.5,FULL,netstats,2316404244,2145256971,2686,3159,5845
2026-09-12 10:27:37,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-104,-9,,,,,,True,83,35.4,CHARGING,sysfs,11375557850,3290893158,2706,1591,4297
2026-09-12 10:27:38,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,1,6,20,6350,370,True,98,37.0,FULL,netstats,2316418335,2145270954,14091,13983,28074
2026-09-12 10:28:08,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-103,-9,,,,,,False,83,35.4,CHARGING,sysfs,11375570800,3290896688,12950,3530,16480
2026-09-12 10:28:09,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,3,7,20,6350,370,True,98,36.7,FULL,netstats,2316500085,2145329498,81750,58544,140294
2026-09-12 10:28:39,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-104,-10,,,,,,False,83,35.4,CHARGING,sysfs,11375592782,3290909012,21982,12324,34306
2026-09-12 10:28:40,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,3,7,20,6350,370,True,98,37.0,FULL,netstats,2316513308,2145342646,13223,13148,26371
2026-09-12 10:29:11,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-104,-9,,,,,,True,83,35.3,CHARGING,sysfs,11376279359,3291550741,686577,641729,1328306
2026-09-12 10:29:12,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,3,7,20,6350,370,True,98,37.6,FULL,netstats,2317649081,2146487697,1135773,1145051,2280824
2026-09-12 10:29:42,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-103,-10,,,,,,True,83,35.3,CHARGING,sysfs,11376309968,3291572733,30609,21992,52601
2026-09-12 10:29:43,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,-2,6,20,6350,370,True,98,38.1,FULL,netstats,2317665209,2146501012,16128,13315,29443
2026-09-12 10:30:13,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-104,-9,,,,,,True,83,35.3,CHARGING,sysfs,11376345567,3291589649,35599,16916,52515
2026-09-12 10:30:14,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-11,1,6,20,6350,370,True,98,38.3,FULL,netstats,2317667821,2146502933,2612,1921,4533
2026-09-12 10:30:44,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-104,-10,,,,,,True,83,35.3,CHARGING,sysfs,11376388423,3291612845,42856,23196,66052
2026-09-12 10:30:45,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-11,1,5,20,6350,370,True,98,38.5,FULL,netstats,2317765510,2146605870,97689,102937,200626
2026-09-12 10:31:16,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-103,-9,,,,,,True,83,35.3,CHARGING,sysfs,11376524734,3291729665,136311,116820,253131
2026-09-12 10:31:16,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-11,2,4,20,6350,370,True,98,38.6,FULL,netstats,2317769298,2146608298,3788,2428,6216
2026-09-12 10:31:47,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-103,-9,,,,,,False,83,35.3,CHARGING,sysfs,11376554583,3291749789,29849,20124,49973
2026-09-12 10:31:48,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-11,2,4,20,6350,370,True,98,38.7,FULL,netstats,2318081817,2147011271,312519,402973,715492
2026-09-12 10:32:18,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-106,-11,,,,,,True,83,35.4,CHARGING,sysfs,11376599035,3291775596,44452,25807,70259
2026-09-12 10:32:19,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-106,-10,2,7,20,6350,370,True,98,39.1,FULL,netstats,2318190448,2147121147,108631,109876,218507
2026-09-12 10:32:49,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-111,-13,,,,,,True,83,35.4,CHARGING,sysfs,11376600353,3291776760,1318,1164,2482
2026-09-12 10:32:50,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-105,-10,4,8,20,6350,370,True,98,39.1,FULL,netstats,2318197641,2147125861,7193,4714,11907
2026-09-12 10:33:20,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-110,-14,,,,,,True,83,35.3,CHARGING,sysfs,11376622314,3291789200,21961,12440,34401
2026-09-12 10:33:21,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-105,-9,3,7,20,6350,370,True,98,39.3,FULL,netstats,2318200488,2147128661,2847,2800,5647
2026-09-12 10:33:52,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-113,-13,,,,,,True,83,35.3,CHARGING,sysfs,11377087571,3292205778,465257,416578,881835
2026-09-12 10:33:53,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-107,-10,3,7,20,6350,370,True,98,39.4,FULL,netstats,2318217481,2147146156,16993,17495,34488
2026-09-12 10:34:23,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-110,-13,,,,,,False,83,35.3,CHARGING,sysfs,11377088842,3292206696,1271,918,2189
2026-09-12 10:34:24,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-107,-11,7,8,20,6350,370,True,98,39.5,FULL,netstats,2318231884,2147159744,14403,13588,27991
2026-09-12 10:34:54,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-110,-14,,,,,,True,83,35.3,CHARGING,sysfs,11377139058,3292238605,50216,31909,82125
2026-09-12 10:34:55,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-107,-11,6,2,20,6350,370,True,98,39.8,FULL,netstats,2318274353,2147191801,42469,32057,74526
2026-09-12 10:35:26,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-111,-16,,,,,,False,83,35.3,CHARGING,sysfs,11377174657,3292254586,35599,15981,51580
2026-09-12 10:35:26,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-107,-11,0,7,20,6350,370,True,98,39.9,FULL,netstats,2318289323,2147209795,14970,17994,32964
2026-09-12 10:35:57,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-111,-13,,,,,,False,83,35.2,CHARGING,sysfs,11377217876,3292278684,43219,24098,67317
2026-09-12 10:35:58,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-108,-10,3,4,20,6350,370,True,98,40.0,FULL,netstats,2318311600,2147233144,22277,23349,45626
2026-09-12 10:36:28,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-110,-10,,,,,,True,83,35.3,CHARGING,sysfs,11377267488,3292310545,49612,31861,81473
2026-09-12 10:36:29,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-108,-12,1,6,20,6350,370,True,98,40.1,FULL,netstats,2318315519,2147235760,3919,2616,6535
2026-09-12 10:36:59,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-110,-13,,,,,,True,83,35.2,CHARGING,sysfs,11377794950,3292769691,527462,459146,986608
2026-09-12 10:37:00,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-108,-12,1,6,20,6350,370,True,98,40.2,FULL,netstats,2318350159,2147268220,34640,32460,67100
2026-09-12 10:37:30,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-111,-15,,,,,,False,83,35.3,CHARGING,sysfs,11377848191,3292818704,53241,49013,102254
2026-09-12 10:37:31,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-111,-12,-2,5,20,6350,370,True,98,40.4,FULL,netstats,2318385573,2147304330,35414,36110,71524
2026-09-12 10:38:02,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-111,-16,,,,,,False,83,35.3,CHARGING,sysfs,11377849409,3292819739,1218,1035,2253
2026-09-12 10:38:03,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-107,-11,2,7,20,6350,370,True,98,40.7,FULL,netstats,2318612034,2147540178,226461,235848,462309
2026-09-12 10:38:33,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-110,-16,,,,,,False,83,35.2,CHARGING,sysfs,11377907523,3292847474,58114,27735,85849
2026-09-12 10:38:34,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-107,-11,0,4,20,6350,370,True,98,40.4,FULL,netstats,2318844849,2147797552,232815,257374,490189
2026-09-12 10:39:04,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-114,-12,,,,,,True,84,35.2,CHARGING,sysfs,11377935745,3292855922,28222,8448,36670
2026-09-12 10:39:04,R5CR303YMGD,SM-G998B,14,orange,N/A,N/A,,,,,,,,,N/A,N/A,N/A,unavailable,,,,,
2026-09-12 10:39:35,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-113,-15,,,,,,False,83,35.2,CHARGING,sysfs,11377999732,3292902375,63987,46453,110440
2026-09-12 10:39:36,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-110,-12,-2,6,20,6350,370,True,98,40.3,FULL,netstats,2320168275,2149203102,1323426,1405550,2728976
2026-09-12 10:40:06,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-115,-13,,,,,,False,83,35.2,CHARGING,sysfs,11378084413,3292948498,84681,46123,130804
2026-09-12 10:40:07,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-112,-13,-1,5,20,6350,370,True,98,40.5,FULL,netstats,2320237868,2149295147,69593,92045,161638
2026-09-12 10:40:37,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-114,-14,,,,,,False,83,35.2,CHARGING,sysfs,11378127745,3292972156,43332,23658,66990
2026-09-12 10:40:39,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-110,-13,-3,4,20,6350,370,True,98,40.6,FULL,unavailable,,,,,
2026-09-12 10:41:09,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-114,-14,,,,,,True,84,35.2,CHARGING,sysfs,11378237784,3293029295,110039,57139,167178
2026-09-12 10:41:10,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-111,-13,0,6,20,6350,370,True,98,40.9,FULL,netstats,2320456714,2149517155,218846,222008,440854
2026-09-12 10:41:40,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-114,-12,,,,,,True,83,35.3,CHARGING,sysfs,11378568008,3293313428,330224,284133,614357
2026-09-12 10:41:41,R5CR303YMGD,SM-G998B,14,orange,"LTE,Unknown",10.115.0.123,-109,-12,-1,5,20,6350,370,True,98,41.0,FULL,netstats,2320597708,2149671226,140994,154071,295065
2026-09-12 10:42:11,52000a84b2b21305,SM-G903F,6.0.1,orange,LTE,10.120.197.38,-114,-12,,,,,,True,83,35.3,CHARGING,sysfs,11378774016,3293473678,206008,160250,366258
